id,invoice_id,payment_date,amount_paid,payment_method
ba0c421d-403f-4360-9e20-353d242ebc08,b834fced-2193-40a1-b135-ab446fd7663b,2023-07-22,50000,credit_card
5bafb54f-8512-43aa-9956-e528dc1ef09b,eb2513f1-76cd-4393-bb31-51e251d5ca74,2024-04-11,50000,bank_transfer
73c8dd7e-9a49-47fb-a2a6-8876c2840634,6973675b-37fa-4aee-81d9-ae325f833530,2025-11-17,500000,bank_transfer
4772a8a8-38d1-459d-9411-3fdae0e5b213,a9d82a7d-d8c0-4dd4-af80-aef9b527085b,2024-03-05,15000,credit_card
bd02afc6-9df3-4588-acc7-6b64ea7a4451,8a7b7cd9-b05e-40ee-86eb-8de1610fbbb8,2024-07-21,15000,bank_transfer
241f73be-beb5-4676-b1fa-9ce56fe744a8,b188ca6a-c7ac-4cfc-b755-92a51a7244e0,2023-06-30,15000,ach
b6db171b-e262-4e45-a199-08b9046edac1,701d2ee8-c1c8-4205-9dc5-53e2e9fc091b,2025-10-09,50000,ach
b0868d23-b19a-449a-b2c9-a45a48c39e16,d5d15025-9021-4007-8a39-db329babebbd,2026-04-09,500000,ach
19438729-32b0-45b8-8d79-628a353f3795,c8d1a7ea-0b5f-4589-86b7-bad8bc8c134c,2024-06-27,15000,check
691aa9d9-2b41-49e6-b339-7e35e4bd916c,1b0f633f-a639-4781-836f-dc1af41eb13f,2024-01-02,15000,ach
7979481c-3b57-4cd2-8234-624f1e2aaefe,1e0589f3-6fb2-4a18-95e5-4e1d19eaaf69,2025-03-26,500000,bank_transfer
68f2db6b-97fd-4b4c-a7b5-f0eb6108b45d,cb81a22f-1c43-408b-a22f-98c31c9f277d,2023-11-13,15000,wire
edc14e56-65cb-4e98-93ee-afcf9100575b,82d603c7-3979-48db-9f03-c423ebb70fde,2026-03-15,200000,credit_card
efd1c32d-9367-4b01-bfff-0801bb5d63a5,14d90530-6b55-44f4-b611-b0949acb2f6e,2025-10-28,15000,bank_transfer
128dfe32-f8b8-4cf7-9f35-3abf565de275,cd9baf45-45f7-4c0b-bb3b-d33ffbe86f60,2024-05-16,200000,ach
8fb53668-de5b-4188-aa5e-8ffd85fd11ca,18325c18-85d8-4a18-91bd-92b71e8a603c,2024-11-06,200000,check
906bf33d-214a-45a2-aa27-5573a3902fed,ece9ef58-f59b-407e-8bdf-3576267c8314,2025-10-02,500000,credit_card
9834d441-0699-417d-9e05-23c0cb2f20b2,9cd1a140-783d-49f1-a869-4e10dee948f0,2024-12-09,15000,bank_transfer
a45919ce-4226-4ece-9ac2-be9e2e95ae16,a74a78e0-1722-4b20-bcab-31413da01652,2025-02-22,500000,bank_transfer
26fd8f32-9b02-4028-bbed-a6aeaf46ba9d,64e6cfef-ec99-40fa-808a-fc41c6439297,2025-04-17,200000,ach
778a49de-6387-4782-b698-483a1067bd05,60f6b9d4-7227-4066-9145-11077d52cbae,2024-08-23,50000,ach
db55473a-43ea-4378-94ff-08c78ef5d17e,5eca2d74-d733-4f70-a6aa-754465f62f8f,2023-11-29,200000,ach
23ab1739-4716-46d0-a36d-6d25181d3d47,665639ce-574b-46fd-8484-1268222d3a5a,2023-11-28,15000,wire
eed36a01-2948-435d-8697-a9b3e6970203,f6a5eb33-51b6-443a-936b-b301c98c8625,2024-01-08,50000,ach
4b67a1de-741f-48dd-aa36-497ddc37a3b6,4d95f03d-c715-4d40-9067-c5c258e655cc,2023-08-30,200000,bank_transfer
51e37e27-e2f8-4227-9733-2d9c59698cf3,a537b9f6-43c6-456f-9d5b-ee037d3c9098,2023-08-19,50000,check
04e0d360-b1f0-4397-94da-7460b7364e85,0aa227be-08a1-41d7-a65b-b234b15c1b34,2025-04-06,15000,ach
c0e8bd40-4a84-44cf-adff-0ab80171400e,992a9bc6-bd57-4d37-8c40-ecdb7aabfcf3,2025-02-19,50000,bank_transfer
66443eaa-b38c-41c1-ad72-99aa5ac1816d,282cd7e7-a4a3-45bf-8b72-6a174df5b835,2026-02-04,500000,check
95ba5d48-329e-44d8-8359-1e851e988c23,33ec2fd4-30d2-4829-b5bf-b4c0514ebb21,2024-05-18,15000,wire
3ef0cd76-22c5-431e-8ee1-129045944bf8,b6affe73-310a-4ec5-b949-e3c7db95f436,2024-10-13,500000,bank_transfer
a2aca8d8-87f3-4989-8bb6-3b15008f5d21,286170b8-68a2-4453-aa1f-f9f4b5b7ebc7,2025-03-28,15000,bank_transfer
c4c3b756-a055-4f9d-ac1d-a49d65536d6e,490d72e4-f02d-413a-8bf5-cc40fccec9f1,2024-10-13,50000,bank_transfer
309e60f0-fe5d-4a36-96aa-7598a348a3d7,73142ad0-9d49-49ec-a93e-9862bf85e30e,2024-03-17,500000,wire
cb57a78f-a418-451b-8783-a213aaa2507f,82c7b58a-4c8b-4ff8-8a5d-04aae7f9d211,2025-12-25,15000,bank_transfer
266d4cb5-f7fd-4026-bdaa-b7205e12ee27,cfeb1d3a-7944-4a8a-a842-4da2e0f48ab2,2025-08-22,500000,ach
0c717b94-438c-4178-98d6-ac9e85cdfb3c,75d51919-d2c8-4e4f-ae9c-d4a3fd580025,2023-11-11,50000,bank_transfer
75a94513-b38d-4368-812b-81388437ecd8,6744284b-4b6d-4a4a-b52a-2254c4f5f2db,2024-11-29,50000,bank_transfer
4cd33330-8ea0-4cdf-91a0-d9161da6d913,7b960f37-252a-4ff5-9d22-ef38e819b303,2024-02-17,15000,ach
60affcf6-9f36-4dba-995a-d0dbb9a3770b,14de3a92-ae8b-4fcb-9730-146c2b8739af,2025-11-15,15000,credit_card
fb196ad4-92fc-40c1-b3d9-7d5db8d1d186,0ce08f89-ef0f-4cca-8037-e70a47a32dd2,2025-08-20,500000,bank_transfer
6e494787-bb62-4c7f-ac94-b499fd902f66,5d94301a-8fc0-4795-9638-de8d7868393f,2023-09-20,15000,bank_transfer
941b03bd-a427-4ee2-a2f0-f1cc9a74ce7f,3d67164e-8daa-4a69-aaf7-a09aab1dedf8,2023-12-29,15000,ach
a384e420-e864-4e19-b9b0-379e853529c0,88c4a6ac-4fd2-411f-8245-4cb32d470d98,2023-11-17,15000,ach
c6b66edc-506b-45e2-bfa9-3d7329c0c64a,345a9bfa-d48f-4f0f-a605-9efe14599aee,2025-05-16,50000,ach
22e30edd-ba4e-4eb3-812a-66af73ed624c,e75b2a1b-a81a-40b1-a367-962248e3231f,2025-09-06,500000,bank_transfer
31e2cb95-979f-4a92-b5e4-249cd75e7ad8,4ab344b4-9344-4a31-8571-c5e9d6fb9c09,2024-10-08,50000,bank_transfer
4d25f4ad-8333-4449-b32b-0d3f280f4cee,cbf2cbc3-80f6-44ed-8a07-076db526ce94,2025-04-06,15000,bank_transfer
683895af-e234-4ec5-aae1-7e690c0b62ba,f79ef575-dc4b-4a50-b18c-d2082cc0b866,2025-03-18,15000,credit_card
f7816e2a-18d1-4d7a-9614-db5760138d4f,8abdb46a-dd00-4dba-b4a0-9556fb08024f,2023-06-20,63271.13,check
233f95da-d467-4064-ab85-bba4d0f7362a,8abdb46a-dd00-4dba-b4a0-9556fb08024f,2023-06-23,136728.87,credit_card
febefd40-9585-4cfc-89b2-a3cb6dbd4566,70c67b49-ef48-4a60-83a1-c9bdafba5196,2025-09-26,15000,check
8aa9e727-682d-4454-acdd-5d69450f244c,14781580-c07c-4072-8b15-d03c068ec7e2,2024-04-08,50000,bank_transfer
59645f8a-102b-47ac-a88b-72bc85173ec3,af197d82-8904-4554-9911-be61856e630f,2023-10-20,15000,ach
93f38640-362c-4c47-8e7e-8ceb066b566d,c2f78b93-b14e-4237-8148-883939143164,2024-04-10,26983.07,credit_card
316b5d0f-2d1c-45d1-a83e-9cb151b7fc2f,c2f78b93-b14e-4237-8148-883939143164,2024-04-24,23016.93,check
d9819429-4074-4743-b729-0ac785d709a4,5cac9614-55e4-46f6-96db-9ac171e8dbf5,2025-04-03,500000,ach
e5befe6e-a946-4e77-8e16-0f921a0a93fb,ca044944-0648-4ae9-9a03-35650f2ebc06,2026-04-09,200000,bank_transfer
3e0069e5-2409-4014-a813-3d19ab811eb4,fa18e27d-d100-4a3e-8176-5996428c94c2,2025-01-12,10380.14,bank_transfer
93500e17-216a-474e-801a-0e02cb103645,fa18e27d-d100-4a3e-8176-5996428c94c2,2025-01-18,4619.86,bank_transfer
d3cb2b84-712e-4575-9f91-1651780e459d,c692b0f1-348d-4321-8214-b5a8ffd77e2d,2024-10-22,50000,bank_transfer
6e619caa-2077-40a6-ab62-b9312a397701,e48232ba-dd7e-459b-ba7e-b4ffc58f9f2c,2023-10-20,500000,bank_transfer
cb8e9e8b-3dfd-43ef-884f-5b39c0075c86,104920ce-c0a9-452f-9c31-a57de91d7784,2025-05-05,65763.9,ach
46debf39-3876-4b20-9bab-a81f885740ba,104920ce-c0a9-452f-9c31-a57de91d7784,2025-05-11,134236.1,ach
928dee5e-dcae-48f7-80fb-90a2f9a15961,bdb539c7-2e51-447f-b4ed-acc106f3db80,2026-03-28,178527.12,bank_transfer
d5cac41b-8581-4b72-95fe-b4108659ee55,bdb539c7-2e51-447f-b4ed-acc106f3db80,2026-04-10,321472.88,bank_transfer
bb0bcad6-1d44-438e-8db6-2931072af7dd,f317475a-b7f7-4216-8e5b-11145ae34c9d,2024-05-26,50000,check
ea353d4e-d105-4f60-8b28-b69972a2c435,645f8451-2ed2-4d85-b6b4-fc98fff960bf,2023-12-19,50000,bank_transfer
d38ba870-3df6-4be0-86ba-85e5cbc3974c,8457d56e-3497-4b67-b270-f50bea98f4ad,2025-01-30,200000,bank_transfer
edf0aa48-9837-4a11-a16e-7ba0c4cd7ed7,adb0ebd8-dc32-41ac-b594-6340d8a78895,2024-07-27,15000,bank_transfer
6202c03c-657d-4ae5-a87d-e96435e69eff,a9eec2ac-4a18-497a-a260-7ed35eea2a13,2025-06-16,50000,bank_transfer
44eff0a8-3f60-40eb-a3bc-0c0dd19b69ad,e9386db6-068a-4c10-8afd-748d715c6c07,2025-07-12,15000,bank_transfer
e7026b74-0dfa-4d5a-9740-3b083812d89a,057b42d0-b4c5-4994-a65f-582dc6803c7d,2023-07-04,50000,bank_transfer
2626c2b2-92a1-4d18-b451-3256ce313f2d,206894ba-9b66-40ae-a0e5-e8f66370c20f,2024-04-22,15000,credit_card
66316b64-aabf-4699-b1bf-f4ba6d6fa808,8b463bbf-e141-4625-b0f7-7734005345a4,2025-07-11,15000,ach
6476fda7-2429-4ba1-b004-fc5b71cfcbae,20a501d4-6c8e-489a-8f9e-42951c9abcfe,2026-02-17,50000,bank_transfer
d4d75467-2bdf-4c05-9834-87496c46e4b0,5e6f076e-42dd-4288-a949-a3e7a2055d6c,2023-10-16,15000,wire
55a98c04-926a-4041-8c17-7aa7fbb968f1,0d7fe2c9-2a09-491f-8704-7f4623266b45,2023-11-27,15000,bank_transfer
ac685836-f626-435f-a248-89325baf52ec,411208d9-ace9-4500-a329-224274ed4f6a,2025-08-16,15000,ach
2ee8a56a-bd01-473e-8142-8edc69e32383,9893b5fb-d63d-4d55-a953-0fb3c5a1a1bb,2024-01-31,206441.39,bank_transfer
89fea48b-ab52-4589-936e-8ef8cf5bdabf,9893b5fb-d63d-4d55-a953-0fb3c5a1a1bb,2024-02-11,293558.61,bank_transfer
92177868-d7b0-4c02-bed9-a4028aaec290,145c6cf9-8346-4e92-9899-5c2cd690c281,2024-07-05,15000,bank_transfer
c610c208-309b-47dd-89e2-3253216dfa13,97c7649d-9257-4c77-8126-cee398795d8c,2024-07-09,15000,bank_transfer
7c339c80-5efc-4eb2-9869-fa1443357856,1f1c12b5-653b-4731-afd5-847f7de07753,2023-06-25,500000,bank_transfer
f1fd8cef-6123-4922-96aa-2a717f262caa,78c2dc04-b583-465b-94c8-830d9373a6ab,2025-07-02,15000,credit_card
803563c2-45b6-4900-8b69-a5ed24bff6c4,0cad0c45-fdc9-4e86-9ace-f38d633f3255,2023-12-06,200000,ach
37d35fca-8175-4cdb-a602-c106ac135eb8,c8ba25dc-b3bb-408f-b825-ca989e8179ee,2025-10-21,500000,ach
59c93b44-1768-410a-af97-75b633fa8dae,9c1b235e-7bcc-4ab3-b4a2-002c7adc8983,2024-11-24,50000,wire
49a758fa-056f-40d7-95c9-0e364386ce38,c64e7064-bb63-49fd-80d5-bb74795e6a68,2024-04-02,50000,wire
bfa39046-8513-4de0-82bf-df0c67e200c9,a1d81c83-098a-4cd1-b99f-3d32b29498bf,2024-11-26,200000,bank_transfer
ff88a0d6-2852-4fd4-94b8-c194b0f9da79,5ead0a80-db01-436e-9622-de6052e13d1a,2023-09-30,50000,ach
0fdce13f-ab89-431a-90bd-a6d66049701f,5da1d098-19c9-4a15-b504-fe0fb7cc7bda,2025-09-20,15000,ach
2fcff7d9-6c60-4cd2-9802-d0745b9e8a19,467b7f46-9235-4fa9-a785-a4a2cfd0f890,2026-01-21,50000,ach
81adc524-d57a-423c-be74-560a86a285d9,d9622179-9bd4-4291-a21e-a389823f6149,2024-11-02,200000,credit_card
572c1a54-ba34-4dc4-80dd-f7c9760e8bf2,1d581f91-cc3f-457c-b196-ed2e1053d26a,2024-02-08,200000,bank_transfer
24f2badb-ef82-4bf0-bb54-95a269c904fd,95c4adb7-a62a-4f6f-a7ad-f22b9525ce3b,2024-07-26,15000,bank_transfer
508e0a77-7bc8-476d-97fb-fb7099d19411,eb714e3f-586b-4000-a216-e4d33e52ff27,2025-12-01,15000,bank_transfer
ec0257b9-67ca-4482-9bd2-eb24bcbe2de6,cbc41b74-8104-42a0-9558-0e68fb74bd68,2024-08-07,500000,wire
06cfe304-5e60-4314-9da7-17b52bb8e946,4d119e8b-8c48-4803-aa9b-0e5c2328375c,2025-04-14,200000,check
55e5e815-4419-4f6e-af47-2848ec828abe,3e34ca7e-5df8-4d56-bf45-c48f1c101af2,2025-10-08,15000,wire
fb0c62c9-1ba8-42bb-b9c4-bce357472dbd,47b714a0-a4cb-4cb5-a4f5-85a15ff95e10,2024-08-28,50000,ach
12d189b8-dc97-4a42-b470-a339591fbc97,123d13bd-7b9e-4eb2-b117-d66d13130a86,2024-01-29,200000,bank_transfer
ea6ac3b9-3b47-476a-ac39-5c21a62ee1ba,4c64c1f5-14dc-452a-8310-fa2571dd7a85,2023-12-21,500000,bank_transfer
178efaef-3da4-4679-a1d4-19c9b28bfd3d,a6aa44fe-fcb9-4292-b4af-e7f1eb448829,2023-11-10,50000,credit_card
09760fb3-ab64-4232-b88b-71c3aaa2142c,03b036de-3a9e-4824-b238-b76e8adc799c,2024-03-03,30400.64,bank_transfer
5e83ef5d-8326-4401-a068-19e2573ce1b5,03b036de-3a9e-4824-b238-b76e8adc799c,2024-03-08,19599.36,bank_transfer
ff3f5579-356d-42bc-93e1-b30a8bc15532,af40ee62-e5fa-4d6c-bf02-a0da1b9cba7c,2025-07-10,15000,ach
be18534d-f471-45b1-8abb-8461f770eaa9,327dc767-f7af-4421-a604-5f16c4441364,2025-10-19,15000,bank_transfer
2aff844b-f0c9-4e03-b0f0-816e85aeb1bd,47c097cc-1aaf-43f5-b291-d0b81e41f892,2025-02-17,50000,bank_transfer
7b25f8a5-f3be-409a-9635-0a3b32e47b5f,da10f721-72b6-4a92-9927-c1887002caff,2025-04-13,50000,credit_card
f0929845-080c-44ab-b84a-df51ea2ab3c4,c11182a6-89ba-415d-856d-12055f6b9e47,2025-08-18,15000,credit_card
e1b7a206-ba90-45e3-a18c-624eb2dfdbe7,02dd1822-c826-4bff-a9aa-39bb473f648e,2025-10-14,15000,ach
41fd208b-76ba-4221-98b3-5d326d4a3cff,b446318e-1cd8-45b9-b966-405268d33652,2024-01-31,200000,bank_transfer
b916d817-f6d1-4b55-b87a-aae28b0971e1,dc0e4054-f7bb-4f3c-8a75-0f614f8e99f6,2024-04-26,200000,bank_transfer
9449c57b-7c81-4598-ade9-3ab9dae9ccbb,eda56bc3-25e6-4772-9587-fd82b179b60a,2024-01-28,8629.75,check
df03238a-487c-42af-b9f6-ceebd184d93f,eda56bc3-25e6-4772-9587-fd82b179b60a,2024-02-11,6370.25,credit_card
f7a7b5ce-019b-4405-8e73-f3f119930bed,fbafce41-31c1-4687-a9f6-345b9099251a,2025-02-20,200000,bank_transfer
69734e07-10ea-4f28-b243-bc4dd389af64,321af6e2-ce7e-4845-94a5-95e09652281d,2023-12-05,50000,bank_transfer
1571c9b3-dc8a-4afa-aa68-fb592502f0c4,500704e5-186d-43a0-8c36-02216af2c1a2,2024-05-13,200000,bank_transfer
723303d9-86ff-4a7c-80f6-1ecb36095873,0c1aba0d-367a-43ba-aff4-1d047f9667a5,2023-12-18,50000,ach
7968b1ec-1024-4d71-b66e-fb2b6682ff4b,cc15cebe-0399-4816-9073-4e5fe08240d1,2025-09-30,50000,credit_card
80f1798e-dcef-4643-9efe-761c365b2491,61943062-c28b-48e2-8dd3-4026db8d4635,2025-06-27,15000,bank_transfer
287e192f-30e0-40d1-a2fd-dd1107b3bca9,c11b6069-af37-401f-9e0b-a096c745e6f0,2023-08-13,15000,bank_transfer
0b4dbba2-0619-4489-b857-8dda19c56056,344a8da6-286b-44dc-8d0c-ab5a67a46b26,2025-11-08,50000,ach
4f158242-1b65-43ff-9851-0c9a12c2f416,b37a277a-0ca8-4b01-a0a4-5fb1e7ba64d1,2024-07-26,15000,wire
8fd24011-b6fd-4fd0-a8e5-dc1ad1551389,2db8a52d-b14e-4679-b9cf-a137e02ec3f5,2025-12-31,15000,ach
bcc332c4-697f-4878-8661-ec49e58223db,bb0132ab-9173-420b-8878-7dc2a21c5835,2023-09-26,6135.53,bank_transfer
7e8ed843-7cdd-4050-a5c3-0aa6255ae5a8,bb0132ab-9173-420b-8878-7dc2a21c5835,2023-09-30,8864.47,ach
f9b381dc-8afa-43bc-9925-644f18d26213,3242332f-80d2-4a1f-96d5-5f45032d8e81,2024-08-20,15000,credit_card
ec3513e3-0f0a-4451-8468-35512c928314,831538c1-a66f-4128-a71f-69b5b68ae890,2024-10-19,15000,bank_transfer
360fcc7b-07fa-4191-9264-1e1f022ae7dc,b5bb6974-dbd0-4750-8067-0b5ad894c842,2025-02-20,15000,bank_transfer
18fd1fd0-d62c-4847-bcc9-f76685003de8,bdf49d05-6b14-493e-9b1d-49bb18357aca,2025-11-29,15000,credit_card
3a8ad513-860f-4959-bce7-65c69be2fd92,8cd075cd-41d5-4b5a-bca7-f68a3028ebd5,2024-04-18,15000,credit_card
ac073a46-e4af-4e28-a912-9517a8921699,cb02edb9-d5dd-4923-b19f-28aaf2c158d1,2024-05-29,500000,wire
97672a64-ab09-44f9-b55e-92f7f4cf37a0,290ba777-aa39-4892-a5cf-1aa482c2290e,2023-08-01,500000,bank_transfer
8f39e223-d0ed-4f52-91a7-ad8b830b8748,e89e3d8c-b289-4757-8b10-02845e3de702,2023-12-09,15000,ach
56a51366-86f3-44c2-bb61-477fa626e490,09f19bc0-ad9b-4e1d-a063-48ed6bf39859,2025-04-25,15000,bank_transfer
d72c5f31-599f-4984-86ef-62c58014d0cb,343531ec-8fe4-4a33-84b7-70af8c623dbd,2023-12-11,15000,credit_card
b888bf1f-b75a-4e8b-9a37-6c53ed159c92,db8a7b78-cef1-4f0e-bd76-478c4586fe65,2025-06-16,15000,bank_transfer
2b640d84-ea6c-492a-8471-9b99ea0f5728,e09ee50a-89d0-4b4e-98f8-f1bfbadc3025,2023-08-24,15000,check
4f1d3f72-21c4-4d84-9045-6658e9b20c22,a121a1e0-4d29-485f-9a22-7d72211a2e47,2024-06-27,15000,bank_transfer
4eb00580-c91a-41ad-a07e-ac838c7bc369,7a869f35-80c5-466c-b2f0-59850bebb3cc,2023-11-04,50000,ach
dd537800-afa5-4b7f-9a33-a69f6363787e,ac81a22d-9866-47e2-83d1-4cf8033ca514,2026-02-19,50000,wire
d048957d-cd0c-4902-8f86-cd03c85a5240,f19669d1-d377-4051-a24f-61bc0c110398,2024-01-22,15000,check
efd49589-e45b-4311-a4e0-739646108908,6e2423c4-2805-498a-9ccb-163fca737294,2023-08-07,15000,bank_transfer
6493836f-e016-44a8-bcf6-f214f7b7b9a6,d110af98-507a-45c9-bbc9-6ecc316cb35c,2025-06-06,200000,bank_transfer
f57d8537-6368-4f37-b644-ce15cfeed873,bea151a3-eb46-418e-a58a-bbcf263ddc7b,2025-09-16,15000,ach
5011a4df-3603-44dd-b308-535c52c959f3,07d2404b-eb9f-42eb-950c-9cccc48ec43a,2023-10-28,15000,wire
2b6275b0-75fb-4916-8d03-ddad17642f2a,8604a9fe-a2a8-4b76-ac1e-077640254b03,2024-09-19,15000,ach
fd3eeb83-44a9-4fb6-9728-a54af56be1b7,0ed595b9-97e8-41e7-8ff2-9f50e7e000a7,2023-11-01,50000,bank_transfer
b4899dd6-2c79-4747-9676-79f830288fac,ecba45b7-b7c4-4cf5-bc28-b95a9a39b0a8,2025-05-12,15000,ach
80bea704-b7a2-4b11-abf2-50b43eeb0b99,9a74d7f3-8a04-4d5b-8f37-30289f5918c7,2023-07-29,50000,wire
f7c34019-e204-43d1-a645-eb440696c63c,a70e7a28-da0e-448f-8d12-a879b01b80c8,2024-02-04,15000,bank_transfer
c9afa91a-064b-43fd-9f09-82b099069cfa,4d7ba44d-8a15-4c5f-9c2f-fbbba2125cf9,2025-04-29,500000,bank_transfer
113ed973-4d59-4cf8-ac44-e16547534ca4,4e042625-bc63-49ea-9cad-8d07ad40abad,2024-07-29,200000,ach
e9fbb558-cb2b-48eb-8afb-d0da163eff0a,ba8e6554-e30e-4c1e-97b6-a7e60be59efc,2025-03-17,200000,wire
04747bcc-8b8b-42ad-b232-10dcc1a07bc4,2d25515c-66da-4f6c-8fb5-39afe683db27,2025-12-02,50000,wire
45260cd9-8df5-49bc-af46-0a810913a3c5,d98abd84-400b-4851-942b-49f89eb30a46,2024-08-25,500000,wire
1bb961a4-846d-4ca4-8170-428d90919cec,997a6dac-141e-42fc-b3c1-89721c70e466,2026-01-01,15000,bank_transfer
f34af710-4730-43ff-97be-8c3cfed767b7,7af09299-2a62-4601-9d23-788b34275aff,2024-06-21,15000,ach
9a5bc5d2-1d2e-4fb3-b090-2cdcf3c467a5,df61a7b6-217e-4fe7-9e94-8c0dbe624b55,2025-12-04,15000,ach
f68396b0-b236-4484-8336-f0f5567a9703,001c42e4-c0e8-4a86-abae-4b996ac29080,2026-03-17,200000,bank_transfer
82c05fca-e1f1-4f10-86b2-44e0ccdc4198,37549af6-3303-4f77-86e7-e80187ec913e,2025-08-13,15000,bank_transfer
7991be50-00a6-413b-8ce7-360483146873,36711b69-365f-4724-9994-7826f5f0c2b0,2026-01-21,50000,check
3d13ed93-cfdb-4a8b-94f3-c10d309e5c9d,55b39498-1d1a-497b-8dc8-12c6a2d85baf,2025-08-10,200000,bank_transfer
abb6b981-55b1-47df-bc92-5c31b3cc3769,fe8e5eb6-d93c-49b8-9c5d-568d5c76f090,2024-08-28,15000,wire
a443d200-73e7-4081-bbbf-a1287320f765,7bf67856-c2bb-441f-84c6-342f2ff8c3e8,2025-06-18,50000,bank_transfer
ca537d00-d1b6-4a45-9b23-ad7a3b2265de,357e8d03-9468-4c4b-bd4d-0011bade3d64,2025-02-05,15000,ach
ea6b683a-056f-4996-8b5c-2be3351142cc,a8cfc79b-0027-4c6e-8cf5-1ff84db3e64c,2024-11-03,50000,ach
83373374-a783-4124-9535-67df407d2130,acb2c0a5-831f-4671-9c0d-7fc01e151e36,2024-02-12,15000,bank_transfer
263a665e-8f7a-4270-b40a-4b3480b3155d,94d01e7d-2113-4950-948b-571e7d2696b8,2024-11-08,15000,bank_transfer
4be2904f-0d17-4c15-be95-29c060d8824f,bce17fb5-4b67-400e-8f6c-2a623b910b80,2025-09-08,50000,bank_transfer
8efbb2a6-0f89-48e4-a7f6-9b72e9d36f95,456e2b25-121a-41db-b5fe-e7d2cbe1afb2,2025-12-23,15000,ach
9d5150fc-dade-4462-9c71-df40c76c08b8,0793a96c-f789-402b-a68a-86e601867889,2025-05-07,50000,wire
b5a0541c-4885-455a-9180-acb6614cc1c5,926aed8d-7b2b-45b7-adff-d5196fcb8fbe,2024-10-31,15000,check
44b1f323-4437-430f-96f1-3466bb5a01af,a3c34acf-a698-44ce-a9b0-2d4e6980eb01,2025-12-10,50000,check
139215cb-6230-4f55-9125-cc008b44b563,a6ca8840-730f-4f7f-9705-5f883ca6cc63,2026-01-15,50000,wire
e7ebc04f-82a8-42c9-bdec-2567f96a17ad,a6048a2e-2af3-4e15-b116-8f5b4d3a7a73,2024-03-06,15000,bank_transfer
