id,invoice_number,customer_id,payment_term,payment_term_net_days,discount_pct,discount_days,issue_date,due_date,actual_payment_date,amount,currency,status,category,is_recurring,notes,created_at,updated_at
4ab344b4-9344-4a31-8571-c5e9d6fb9c09,INV-001071,c5e0d695-6a7b-427d-8bdb-2ad477818430,Net 45,45,0,,2024-08-20,2024-10-04,2024-10-08,50000,USD,paid,Hardware,False,,2024-08-20T00:00:00,2024-10-08T00:00:00
cbf2cbc3-80f6-44ed-8a07-076db526ce94,INV-001072,17ab7d28-d869-4d67-99a5-23a38496673b,2/10 Net 30,30,2.0,10,2025-02-07,2025-03-09,2025-04-06,15000,USD,paid,Shipping,False,,2025-02-07T00:00:00,2025-04-06T00:00:00
f79ef575-dc4b-4a50-b18c-d2082cc0b866,INV-001073,943db33b-95b0-44e5-9aaf-f04e51454d87,Net 15,15,0,,2025-02-20,2025-03-07,2025-03-18,15000,GBP,paid,Software License,False,,2025-02-20T00:00:00,2025-03-18T00:00:00
8abdb46a-dd00-4dba-b4a0-9556fb08024f,INV-001074,e16bce9e-bb17-4993-9d32-bc706e21a812,Net 45,45,0,,2023-05-11,2023-06-25,2023-06-23,200000,USD,paid,Subscription,False,,2023-05-11T00:00:00,2023-06-23T00:00:00
70c67b49-ef48-4a60-83a1-c9bdafba5196,INV-001075,17ab7d28-d869-4d67-99a5-23a38496673b,Net 30,30,0,,2025-08-26,2025-09-25,2025-09-26,15000,EUR,paid,Subscription,False,,2025-08-26T00:00:00,2025-09-26T00:00:00
14781580-c07c-4072-8b15-d03c068ec7e2,INV-001076,44242370-eba4-44f2-ad5b-7dbbbea892b9,2/10 Net 30,30,2.0,10,2024-02-18,2024-03-19,2024-04-08,50000,EUR,paid,Software License,False,,2024-02-18T00:00:00,2024-04-08T00:00:00
af197d82-8904-4554-9911-be61856e630f,INV-001077,15a58cb0-fd61-4a80-a443-11ccb9f4b182,Net 30,30,0,,2023-09-20,2023-10-20,2023-10-20,15000,JPY,paid,Consulting,False,,2023-09-20T00:00:00,2023-10-20T00:00:00
c2f78b93-b14e-4237-8148-883939143164,INV-001078,a101fabe-6ec9-4455-9184-8a34ebe64e09,2/10 Net 30,30,2.0,10,2024-04-08,2024-05-08,2024-04-24,50000,JPY,paid,Training,True,,2024-04-08T00:00:00,2024-04-24T00:00:00
5cac9614-55e4-46f6-96db-9ac171e8dbf5,INV-001079,61ff9e7c-5caf-4ca5-a86d-067e6a6e6bfc,Net 45,45,0,,2025-02-24,2025-04-10,2025-04-03,500000,GBP,paid,Shipping,False,,2025-02-24T00:00:00,2025-04-03T00:00:00
ca044944-0648-4ae9-9a03-35650f2ebc06,INV-001080,f75ecd3d-1782-4064-aab7-239fe0e6c144,Net 30,30,0,,2026-03-13,2026-04-12,2026-04-09,200000,GBP,paid,Shipping,False,,2026-03-13T00:00:00,2026-04-09T00:00:00
fa18e27d-d100-4a3e-8176-5996428c94c2,INV-001081,17ab7d28-d869-4d67-99a5-23a38496673b,Net 30,30,0,,2024-12-17,2025-01-16,2025-01-18,15000,USD,paid,Hardware,False,,2024-12-17T00:00:00,2025-01-18T00:00:00
7b2c4b76-481b-4f59-b958-e549fcf96ff1,INV-001082,883c57e8-bfea-487b-a329-337bc7d31191,Net 60,60,0,,2024-02-24,2024-04-24,,50000,USD,cancelled,Custom Development,False,,2024-02-24T00:00:00,2024-02-24T00:00:00
c692b0f1-348d-4321-8214-b5a8ffd77e2d,INV-001083,577da1b6-0a5f-4c95-8fb6-59e6c45df9b5,Net 60,60,0,,2024-08-25,2024-10-24,2024-10-22,50000,JPY,paid,Custom Development,True,,2024-08-25T00:00:00,2024-10-22T00:00:00
e48232ba-dd7e-459b-ba7e-b4ffc58f9f2c,INV-001084,6b0ee547-9522-40a6-979d-6b8a1f1082f9,Net 30,30,0,,2023-09-27,2023-10-27,2023-10-20,500000,EUR,paid,Training,True,,2023-09-27T00:00:00,2023-10-20T00:00:00
104920ce-c0a9-452f-9c31-a57de91d7784,INV-001085,3bb3ef64-49f3-4e45-9b27-c5649c7b3546,Net 45,45,0,,2025-03-25,2025-05-09,2025-05-11,200000,JPY,paid,Maintenance,True,,2025-03-25T00:00:00,2025-05-11T00:00:00
bdb539c7-2e51-447f-b4ed-acc106f3db80,INV-001086,384d0e52-e8b4-4ecf-95cd-23e94c6f559d,Net 45,45,0,,2026-02-24,2026-04-10,2026-04-10,500000,USD,paid,Professional Services,False,,2026-02-24T00:00:00,2026-04-10T00:00:00
f317475a-b7f7-4216-8e5b-11145ae34c9d,INV-001087,1e63d8f0-2f64-4ebf-bc65-c65113281b1a,Net 30,30,0,,2024-04-26,2024-05-26,2024-05-26,50000,USD,paid,Shipping,False,,2024-04-26T00:00:00,2024-05-26T00:00:00
645f8451-2ed2-4d85-b6b4-fc98fff960bf,INV-001088,ee6b8af2-d367-4089-ae7e-4d8e3e8b5ec3,2/10 Net 30,30,2.0,10,2023-11-21,2023-12-21,2023-12-19,50000,USD,paid,Maintenance,True,,2023-11-21T00:00:00,2023-12-19T00:00:00
8457d56e-3497-4b67-b270-f50bea98f4ad,INV-001089,9dcb2bc9-e0d6-4896-9c3e-03df7bf2c7d0,1/10 Net 45,45,1.0,10,2024-12-16,2025-01-30,2025-01-30,200000,USD,paid,Software License,False,,2024-12-16T00:00:00,2025-01-30T00:00:00
adb0ebd8-dc32-41ac-b594-6340d8a78895,INV-001090,e957ed37-0aba-45b4-a2ce-42fde91d0b2d,2/10 Net 30,30,2.0,10,2024-07-11,2024-08-10,2024-07-27,15000,CAD,paid,Maintenance,False,,2024-07-11T00:00:00,2024-07-27T00:00:00
a9eec2ac-4a18-497a-a260-7ed35eea2a13,INV-001091,1122ae09-6608-4c70-bdb3-8230c4930195,2/10 Net 30,30,2.0,10,2025-05-20,2025-06-19,2025-06-16,50000,USD,paid,Materials,False,,2025-05-20T00:00:00,2025-06-16T00:00:00
e9386db6-068a-4c10-8afd-748d715c6c07,INV-001092,17ab7d28-d869-4d67-99a5-23a38496673b,Net 15,15,0,,2025-07-02,2025-07-17,2025-07-12,15000,USD,paid,Training,False,,2025-07-02T00:00:00,2025-07-12T00:00:00
057b42d0-b4c5-4994-a65f-582dc6803c7d,INV-001093,7015770e-3b52-4a49-b353-11da9628f5f2,Net 30,30,0,,2023-06-06,2023-07-06,2023-07-04,50000,EUR,paid,Consulting,False,,2023-06-06T00:00:00,2023-07-04T00:00:00
206894ba-9b66-40ae-a0e5-e8f66370c20f,INV-001094,497b474f-ef38-4a5e-b169-03a08f2be3f3,Net 15,15,0,,2024-03-10,2024-03-25,2024-04-22,15000,AUD,paid,Hardware,False,,2024-03-10T00:00:00,2024-04-22T00:00:00
8b463bbf-e141-4625-b0f7-7734005345a4,INV-001095,497b474f-ef38-4a5e-b169-03a08f2be3f3,Net 30,30,0,,2025-06-11,2025-07-11,2025-07-11,15000,USD,paid,Professional Services,False,,2025-06-11T00:00:00,2025-07-11T00:00:00
20a501d4-6c8e-489a-8f9e-42951c9abcfe,INV-001096,d2409403-2705-46db-bc23-fb3ea99a93dd,2/10 Net 30,30,2.0,10,2026-01-18,2026-02-17,2026-02-17,50000,USD,paid,Professional Services,False,,2026-01-18T00:00:00,2026-02-17T00:00:00
5e6f076e-42dd-4288-a949-a3e7a2055d6c,INV-001097,879e24fe-2d5b-4ff7-8983-1bf505594fb9,1/10 Net 45,45,1.0,10,2023-08-01,2023-09-15,2023-10-16,15000,AUD,paid,Professional Services,False,,2023-08-01T00:00:00,2023-10-16T00:00:00
0d7fe2c9-2a09-491f-8704-7f4623266b45,INV-001098,497b474f-ef38-4a5e-b169-03a08f2be3f3,Net 30,30,0,,2023-11-04,2023-12-04,2023-11-27,15000,EUR,paid,Maintenance,False,,2023-11-04T00:00:00,2023-11-27T00:00:00
411208d9-ace9-4500-a329-224274ed4f6a,INV-001099,879e24fe-2d5b-4ff7-8983-1bf505594fb9,1/10 Net 45,45,1.0,10,2025-07-07,2025-08-21,2025-08-16,15000,USD,paid,Training,True,,2025-07-07T00:00:00,2025-08-16T00:00:00
9893b5fb-d63d-4d55-a953-0fb3c5a1a1bb,INV-001100,7b786c34-5d9a-4239-a1dc-2749431408e7,Net 60,60,0,,2023-12-12,2024-02-10,2024-02-11,500000,AUD,paid,Training,True,,2023-12-12T00:00:00,2024-02-11T00:00:00
145c6cf9-8346-4e92-9899-5c2cd690c281,INV-001101,497b474f-ef38-4a5e-b169-03a08f2be3f3,Net 15,15,0,,2024-06-25,2024-07-10,2024-07-05,15000,INR,paid,Consulting,False,,2024-06-25T00:00:00,2024-07-05T00:00:00
